cnpj,empresa,setor,cidade,regiao,capital_social,investimento_inicial,anos_atividade,data_abertura,lat,lon
63.138.199/0001-58,Empresa 2766 LTDA,Alimentação,Barcarena,Nordeste,50627.64,32912.96,3,2023-04-06,-7.89806828976685,-46.431232490135685
19.978.187/0001-30,Empresa 7610 LTDA,Logística,Parauapebas,Sudeste,4952807.33,1424007.22,18,2008-04-06,-4.224614103617386,-50.98051228598003
42.230.186/0001-41,Empresa 7608 LTDA,Logística,Marabá,Sudeste,2111311.33,501962.37,19,2007-04-06,-5.681323185658394,-48.6659184334598
78.983.541/0001-12,Empresa 7224 LTDA,Tecnologia,Marituba,Metropolitana,459608.28,309990.45,5,2021-04-06,-1.3803316865878137,-48.48463303518138
74.844.550/0001-12,Empresa 8315 LTDA,Logística,Santarém,Oeste,2404606.13,1037450.08,8,2018-04-06,-4.343135357196793,-47.583516562140765
71.678.496/0001-53,Empresa 3376 LTDA,Logística,Redenção,Sudeste,1822825.38,967852.58,6,2020-04-06,-6.225762395541841,-46.520390043234485
14.616.381/0001-82,Empresa 3302 LTDA,Vestuário,Capanema,Nordeste,147671.09,43715.62,12,2014-04-06,-1.5122722620229974,-53.75496717101838
25.668.796/0001-31,Empresa 7990 LTDA,Vestuário,Marituba,Metropolitana,154470.98,66537.87,14,2012-04-06,-1.455166728735427,-48.4201347479624
45.818.263/0001-37,Empresa 1815 LTDA,Alimentação,Canaã dos Carajás,Sudeste,45372.57,12668.65,17,2009-04-06,-6.042618382432705,-54.332569629784736
29.384.789/0001-96,Empresa 7400 LTDA,Serviços (MEI),Soure,Marajó,12770.7,8592.6,5,2021-04-06,-8.168010689065932,-47.85587837088172
94.319.800/0001-56,Empresa 7603 LTDA,Tecnologia,Ananindeua,Metropolitana,831026.11,363286.39,17,2009-04-06,-1.300588129964993,-48.44998237329936
32.103.663/0001-94,Empresa 5274 LTDA,Vestuário,Castanhal,Nordeste,13410.14,12256.05,1,2025-04-06,-3.890135664457917,-54.339234681630366
27.291.120/0001-32,Empresa 6633 LTDA,Serviços (MEI),Benevides,Metropolitana,27769.02,11921.19,8,2018-04-06,-1.4365871486928974,-48.51250981379706
54.512.506/0001-80,Empresa 6247 LTDA,Alimentação,Redenção,Sudeste,53476.69,17358.25,12,2014-04-06,-2.8935153686368,-55.519304831960646
82.283.535/0001-94,Empresa 3107 LTDA,Logística,Redenção,Sudeste,2174315.95,733760.1,14,2012-04-06,-1.7337394873034686,-53.987874561417165
30.580.465/0001-83,Empresa 9025 LTDA,Logística,Ananindeua,Metropolitana,1491180.77,1298794.43,1,2025-04-06,-1.4035820132766308,-48.45533975554372
29.134.448/0001-57,Empresa 6354 LTDA,Tecnologia,Redenção,Sudeste,33071.66,10233.48,18,2008-04-06,-2.4922026949315654,-51.663902756265955
15.104.832/0001-45,Empresa 9176 LTDA,Serviços (MEI),Itaituba,Oeste,38971.39,18372.15,9,2017-04-06,-1.8457442264066994,-47.748117375484895
92.794.919/0001-46,Empresa 7952 LTDA,Alimentação,Altamira,Oeste,6421.6,2944.52,16,2010-04-06,-6.427040337208988,-53.2582243737946
57.455.316/0001-93,Empresa 1770 LTDA,Tecnologia,Salvaterra,Marajó,582863.09,362859.15,5,2021-04-06,-0.18080905934157165,-51.34722637094788
53.464.939/0001-70,Empresa 7663 LTDA,Tecnologia,Itaituba,Oeste,916239.46,313010.51,16,2010-04-06,-5.630437730485065,-53.80839149866018
74.808.708/0001-39,Empresa 8403 LTDA,Vestuário,Parauapebas,Sudeste,222722.27,62780.31,16,2010-04-06,-0.40320147172625553,-46.01304418203151
37.221.428/0001-21,Empresa 3890 LTDA,Logística,Salvaterra,Marajó,4314145.09,1797625.23,8,2018-04-06,-7.073602655942923,-55.19560432818727
44.783.815/0001-77,Empresa 4497 LTDA,Tecnologia,Belém,Metropolitana,73235.94,33082.87,8,2018-04-06,-1.3804365767420663,-48.41005060304907
70.362.962/0001-55,Empresa 9170 LTDA,Alimentação,Soure,Marajó,106268.71,47106.18,16,2010-04-06,-3.1489960465455242,-46.33130251900697
79.286.440/0001-91,Empresa 4595 LTDA,Alimentação,Santa Izabel do Pará,Metropolitana,56195.0,32619.89,10,2016-04-06,-1.4720590817915455,-48.472992504787626
86.522.361/0001-87,Empresa 3142 LTDA,Vestuário,Santarém,Oeste,7957.82,7477.5,1,2025-04-06,-1.2504806490651372,-54.23204132168635
98.199.155/0001-88,Empresa 4887 LTDA,Alimentação,Altamira,Oeste,28346.58,16747.47,12,2014-04-06,-8.133621396725419,-50.96598830888583
19.583.372/0001-16,Empresa 5349 LTDA,Serviços (MEI),Santarém,Oeste,29328.8,16511.15,14,2012-04-06,-0.8681942390180684,-53.30954840783653
91.352.973/0001-88,Empresa 4042 LTDA,Tecnologia,Benevides,Metropolitana,538371.14,308522.93,4,2022-04-06,-1.4163210079444737,-48.456873256613974
37.593.977/0001-22,Empresa 2330 LTDA,Vestuário,Benevides,Metropolitana,67043.51,60095.94,1,2025-04-06,-1.4013034730477107,-48.49470795603756
96.410.793/0001-66,Empresa 3921 LTDA,Alimentação,Barcarena,Nordeste,88211.63,38020.29,8,2018-04-06,-6.227009700967481,-54.64717532736351
20.184.562/0001-92,Empresa 8519 LTDA,Alimentação,Santarém,Oeste,110328.92,41389.56,18,2008-04-06,-5.65228549735987,-48.78535834141666
33.705.394/0001-44,Empresa 5038 LTDA,Tecnologia,Breves,Marajó,947869.51,368260.8,11,2015-04-06,-0.9243462974845471,-48.20632894136364
15.580.322/0001-16,Empresa 9630 LTDA,Serviços (MEI),Marabá,Sudeste,2650.4,1709.74,11,2015-04-06,-6.395408247412267,-48.72509907520961
35.399.725/0001-12,Empresa 6485 LTDA,Tecnologia,Marabá,Sudeste,389802.64,137723.08,19,2007-04-06,-4.563464274292942,-52.660913715923975
29.897.216/0001-82,Empresa 2526 LTDA,Tecnologia,Altamira,Oeste,372445.27,280092.76,3,2023-04-06,-4.576148411251964,-47.907370996902465
75.320.271/0001-69,Empresa 6321 LTDA,Vestuário,Altamira,Oeste,160458.37,55942.84,18,2008-04-06,-1.3149351921312729,-52.26370019381983
98.882.133/0001-43,Empresa 1682 LTDA,Serviços (MEI),Belém,Metropolitana,18466.23,17341.02,1,2025-04-06,-1.456835586210482,-48.494024737338975
80.177.838/0001-92,Empresa 5360 LTDA,Alimentação,Capanema,Nordeste,1616.59,1530.56,1,2025-04-06,-1.7202876587133042,-52.43336559443937
88.371.713/0001-95,Empresa 9918 LTDA,Vestuário,Castanhal,Nordeste,49332.4,28558.6,7,2019-04-06,-7.802990236898964,-52.794918460253676
96.770.680/0001-18,Empresa 8560 LTDA,Vestuário,Benevides,Metropolitana,161418.16,61275.86,16,2010-04-06,-1.4401984965249657,-48.44928136247346
24.394.998/0001-61,Empresa 4328 LTDA,Serviços (MEI),Itaituba,Oeste,7015.2,3295.92,10,2016-04-06,-3.5681058655662827,-51.79400913690731
15.672.135/0001-88,Empresa 8887 LTDA,Logística,Castanhal,Nordeste,8262378.2,1829973.05,18,2008-04-06,-0.9463334641959786,-52.19230931382114
82.875.611/0001-22,Empresa 9768 LTDA,Tecnologia,Marituba,Metropolitana,134580.6,62608.01,17,2009-04-06,-1.352101758172716,-48.46947058609806
35.117.452/0001-95,Empresa 7073 LTDA,Tecnologia,Ananindeua,Metropolitana,672047.14,199113.72,15,2011-04-06,-1.329471582946357,-48.372181881526025
22.523.436/0001-13,Empresa 7193 LTDA,Logística,Redenção,Sudeste,422926.57,351336.62,3,2023-04-06,-0.7592811120353868,-50.64481420658757
17.998.523/0001-95,Empresa 5352 LTDA,Alimentação,Parauapebas,Sudeste,6079.06,3120.27,7,2019-04-06,-0.23175568166652205,-49.143351686919324
82.355.724/0001-50,Empresa 4862 LTDA,Tecnologia,Abaetetuba,Nordeste,269247.91,229855.24,2,2024-04-06,-5.698383630662816,-51.55153310235009
50.513.844/0001-61,Empresa 9312 LTDA,Serviços (MEI),Parauapebas,Sudeste,21150.14,9536.04,7,2019-04-06,-2.404326746968767,-51.73715142778779
65.740.296/0001-43,Empresa 7248 LTDA,Vestuário,Santarém,Oeste,95441.91,38759.31,8,2018-04-06,-3.5631694079823637,-48.42988950997057
12.497.938/0001-29,Empresa 4556 LTDA,Tecnologia,Marabá,Sudeste,1657126.57,396356.47,18,2008-04-06,-1.0022586703075893,-55.37441264226485
30.467.794/0001-32,Empresa 4510 LTDA,Tecnologia,Santa Izabel do Pará,Metropolitana,173625.57,124552.81,3,2023-04-06,-1.3590599933971415,-48.41842466966395
67.382.590/0001-74,Empresa 4021 LTDA,Tecnologia,Abaetetuba,Nordeste,555907.31,449504.96,3,2023-04-06,-2.9074995995322146,-47.12375214744462
73.629.213/0001-81,Empresa 4636 LTDA,Logística,Santa Izabel do Pará,Metropolitana,612309.31,451911.65,2,2024-04-06,-1.3298592286082729,-48.53519997339287
98.690.836/0001-97,Empresa 7077 LTDA,Vestuário,Itaituba,Oeste,53851.99,47369.6,1,2025-04-06,-3.137358916558446,-52.89331908754558
36.845.557/0001-12,Empresa 9632 LTDA,Alimentação,Capanema,Nordeste,150512.99,39322.45,17,2009-04-06,-7.963265432286728,-50.18564933055679
91.462.770/0001-78,Empresa 6944 LTDA,Vestuário,Abaetetuba,Nordeste,199448.04,71230.11,14,2012-04-06,-5.197446210662621,-51.483674771439574
34.249.565/0001-25,Empresa 6626 LTDA,Vestuário,Altamira,Oeste,28659.49,24392.17,1,2025-04-06,-2.735290557671374,-46.696894174605355
66.577.333/0001-75,Empresa 7308 LTDA,Serviços (MEI),Santarém,Oeste,2135.56,1911.61,1,2025-04-06,-0.5644892020221555,-47.57343218148167
50.474.925/0001-95,Empresa 6970 LTDA,Vestuário,Soure,Marajó,78888.58,27299.43,14,2012-04-06,-0.0043176782268812275,-55.37887911994307
52.803.714/0001-14,Empresa 8750 LTDA,Vestuário,Benevides,Metropolitana,8720.08,6664.3,3,2023-04-06,-1.424820010505282,-48.39179793887693
56.892.419/0001-14,Empresa 1655 LTDA,Logística,Castanhal,Nordeste,265970.01,129266.48,8,2018-04-06,-5.95915496943292,-49.684711030094334
10.598.329/0001-45,Empresa 1140 LTDA,Tecnologia,Benevides,Metropolitana,692683.98,326811.54,16,2010-04-06,-1.3540548003783548,-48.48179931000021
55.426.102/0001-55,Empresa 2883 LTDA,Serviços (MEI),Soure,Marajó,32219.14,8358.28,18,2008-04-06,-5.527434612085086,-52.94580471290933
84.332.742/0001-14,Empresa 6884 LTDA,Vestuário,Itaituba,Oeste,238302.21,63486.9,17,2009-04-06,-2.1842331464288485,-51.06871252843756
85.406.287/0001-76,Empresa 4390 LTDA,Vestuário,Abaetetuba,Nordeste,45373.96,40723.69,1,2025-04-06,-4.413837987333848,-46.56494301968908
27.982.488/0001-87,Empresa 1444 LTDA,Logística,Barcarena,Nordeste,3170795.07,1213218.81,17,2009-04-06,-7.937108479910942,-48.82182278287059
16.685.599/0001-26,Empresa 7708 LTDA,Alimentação,Itaituba,Oeste,20927.89,10184.57,19,2007-04-06,-4.631687515963234,-49.75773643125405
24.487.802/0001-60,Empresa 4989 LTDA,Serviços (MEI),Redenção,Sudeste,14418.24,9412.15,10,2016-04-06,-8.85479648771017,-46.97789889194186
37.978.405/0001-80,Empresa 3951 LTDA,Tecnologia,Castanhal,Nordeste,378433.59,125128.88,14,2012-04-06,-6.929553738982195,-53.65312924308871
67.130.991/0001-21,Empresa 6493 LTDA,Vestuário,Itaituba,Oeste,125660.56,45206.77,17,2009-04-06,-7.852119408488268,-50.71289953199949
85.580.439/0001-32,Empresa 7370 LTDA,Vestuário,Barcarena,Nordeste,53314.5,30502.16,6,2020-04-06,-2.3019439549168137,-46.17833704403244
61.483.438/0001-74,Empresa 4717 LTDA,Tecnologia,Belém,Metropolitana,37543.62,20328.71,8,2018-04-06,-1.3952745477794601,-48.49979261225244
63.851.946/0001-46,Empresa 7012 LTDA,Logística,Parauapebas,Sudeste,2458456.64,1318538.15,8,2018-04-06,-2.3180815405765225,-47.73076057450001
70.504.816/0001-27,Empresa 3380 LTDA,Alimentação,Abaetetuba,Nordeste,71211.83,48345.86,7,2019-04-06,-7.9854631066515305,-48.69563064113035
71.567.145/0001-82,Empresa 6482 LTDA,Tecnologia,Redenção,Sudeste,135429.87,48452.53,18,2008-04-06,-0.07461946260994345,-50.70582863451193
87.352.954/0001-72,Empresa 9930 LTDA,Serviços (MEI),Marabá,Sudeste,46948.25,17138.26,16,2010-04-06,-1.4090582034744283,-49.751234262689366
21.395.444/0001-36,Empresa 7423 LTDA,Serviços (MEI),Marabá,Sudeste,52569.12,15639.48,12,2014-04-06,-7.014478044732393,-46.91279582886717
64.187.391/0001-14,Empresa 7031 LTDA,Tecnologia,Barcarena,Nordeste,900742.02,294445.21,16,2010-04-06,-6.377750967724252,-46.82826766425575
92.947.674/0001-59,Empresa 8516 LTDA,Tecnologia,Parauapebas,Sudeste,280861.3,177572.72,8,2018-04-06,-7.520043535518843,-49.81393029013001
34.826.283/0001-25,Empresa 9208 LTDA,Serviços (MEI),Barcarena,Nordeste,19236.3,15982.02,2,2024-04-06,-3.7207517971015927,-47.42001960724433
24.129.162/0001-43,Empresa 3942 LTDA,Logística,Capanema,Nordeste,2543331.01,972288.38,10,2016-04-06,-1.516524166356036,-53.26457434142946
85.249.127/0001-87,Empresa 9483 LTDA,Serviços (MEI),Itaituba,Oeste,35243.76,14849.08,7,2019-04-06,-3.741807222089017,-55.038741126300344
68.603.239/0001-49,Empresa 2064 LTDA,Serviços (MEI),Belém,Metropolitana,17434.76,10179.15,9,2017-04-06,-1.3835731786984387,-48.43834393238432
16.867.826/0001-33,Empresa 9242 LTDA,Serviços (MEI),Capanema,Nordeste,62699.9,18715.61,14,2012-04-06,-0.6480418024373051,-47.33059020618824
82.294.735/0001-29,Empresa 4553 LTDA,Serviços (MEI),Santarém,Oeste,24730.34,9650.56,8,2018-04-06,-1.853544575692906,-54.022367881448496
98.233.250/0001-10,Empresa 5244 LTDA,Alimentação,Abaetetuba,Nordeste,87441.76,44694.31,6,2020-04-06,-0.022550763351288694,-46.58858699358103
26.482.264/0001-66,Empresa 7905 LTDA,Alimentação,Marituba,Metropolitana,98392.3,33067.73,18,2008-04-06,-1.4136200747210663,-48.41046226052514
89.759.658/0001-70,Empresa 7305 LTDA,Logística,Parauapebas,Sudeste,3663737.53,1367320.11,9,2017-04-06,-8.196231509493636,-54.92986712561172
46.597.765/0001-81,Empresa 9773 LTDA,Alimentação,Itaituba,Oeste,20418.5,11125.14,7,2019-04-06,-4.314557290263394,-49.10942787855504
27.436.959/0001-43,Empresa 6409 LTDA,Logística,Soure,Marajó,2522686.29,1173890.59,8,2018-04-06,-0.6207363043441418,-55.15608546769119
15.881.530/0001-69,Empresa 9154 LTDA,Alimentação,Redenção,Sudeste,63162.43,31747.3,8,2018-04-06,-3.425739667174878,-49.99387924326653
61.767.946/0001-62,Empresa 5846 LTDA,Tecnologia,Capanema,Nordeste,549647.71,155351.05,19,2007-04-06,-1.0402064527043526,-53.121118942966184
40.444.927/0001-35,Empresa 8966 LTDA,Logística,Castanhal,Nordeste,2128916.22,892213.03,12,2014-04-06,-2.31820910979088,-52.4117092443304
66.714.440/0001-65,Empresa 8296 LTDA,Serviços (MEI),Soure,Marajó,42877.55,12661.78,12,2014-04-06,-1.9231189320845816,-53.707712218784835
11.230.122/0001-45,Empresa 5986 LTDA,Logística,Itaituba,Oeste,1032998.3,588349.7,7,2019-04-06,-6.842951632542041,-49.700723881142856
89.456.601/0001-91,Empresa 9822 LTDA,Alimentação,Barcarena,Nordeste,154614.76,36447.76,19,2007-04-06,-5.746329835650901,-51.66468638110991
47.105.283/0001-73,Empresa 5227 LTDA,Serviços (MEI),Parauapebas,Sudeste,14063.56,4974.09,18,2008-04-06,-3.3484632691555944,-53.23370820580988
71.474.288/0001-23,Empresa 6479 LTDA,Alimentação,Redenção,Sudeste,51121.59,24107.31,6,2020-04-06,-7.257305895149048,-50.85626822150764
51.237.561/0001-14,Empresa 9966 LTDA,Alimentação,Marituba,Metropolitana,139497.9,35619.42,17,2009-04-06,-1.4935110026627363,-48.42104469661841
62.812.296/0001-94,Empresa 3066 LTDA,Logística,Castanhal,Nordeste,2817628.09,995263.85,18,2008-04-06,-1.4281935383491824,-52.09308221205811
23.188.926/0001-17,Empresa 8515 LTDA,Logística,Marituba,Metropolitana,391597.07,258380.89,4,2022-04-06,-1.4530832665853464,-48.525001968365125
19.691.740/0001-73,Empresa 4347 LTDA,Serviços (MEI),Barcarena,Nordeste,24945.33,17631.12,4,2022-04-06,-6.608167552358583,-49.62334184401301
25.247.648/0001-57,Empresa 4831 LTDA,Serviços (MEI),Canaã dos Carajás,Sudeste,7055.69,2245.22,16,2010-04-06,-2.4753535765829024,-48.591010294982155
48.349.462/0001-60,Empresa 5673 LTDA,Tecnologia,Benevides,Metropolitana,215371.1,165759.47,5,2021-04-06,-1.3657598070186807,-48.479765132964836
15.502.630/0001-43,Empresa 9135 LTDA,Vestuário,Capanema,Nordeste,100515.16,48626.03,15,2011-04-06,-2.3876700022242874,-49.32473402980171
40.228.680/0001-83,Empresa 8879 LTDA,Vestuário,Abaetetuba,Nordeste,195597.78,67967.27,12,2014-04-06,-0.29854404928369505,-54.219050874845685
53.440.911/0001-55,Empresa 5460 LTDA,Tecnologia,Altamira,Oeste,439780.29,367642.71,1,2025-04-06,-7.502196097985177,-51.52741243766339
82.332.328/0001-31,Empresa 6701 LTDA,Serviços (MEI),Marabá,Sudeste,17031.93,13681.2,3,2023-04-06,-6.618081887861842,-51.13544455087292
70.189.565/0001-59,Empresa 6967 LTDA,Tecnologia,Marituba,Metropolitana,775860.05,430804.83,16,2010-04-06,-1.4809172924538763,-48.47064702266382
78.144.187/0001-25,Empresa 9410 LTDA,Tecnologia,Breves,Marajó,437925.45,128269.52,19,2007-04-06,-0.45950072208809445,-47.177126557892
52.423.375/0001-38,Empresa 1785 LTDA,Alimentação,Breves,Marajó,66275.62,26980.92,15,2011-04-06,-4.669752846042933,-49.24382890461144
43.193.334/0001-55,Empresa 6576 LTDA,Alimentação,Barcarena,Nordeste,18410.81,10259.44,14,2012-04-06,-6.653180742495595,-53.70504733471329
67.971.664/0001-30,Empresa 8742 LTDA,Logística,Salvaterra,Marajó,740634.29,480898.14,8,2018-04-06,-2.269153499523455,-53.64628063748342
67.278.165/0001-17,Empresa 7440 LTDA,Tecnologia,Altamira,Oeste,176667.97,137829.71,2,2024-04-06,-2.280988759739518,-55.388704883153935
77.218.531/0001-64,Empresa 5274 LTDA,Logística,Altamira,Oeste,3542618.34,939323.07,14,2012-04-06,-7.077399422184789,-54.29460268174049
45.217.912/0001-40,Empresa 9526 LTDA,Serviços (MEI),Marituba,Metropolitana,20643.07,12490.84,5,2021-04-06,-1.3464195935641767,-48.51362681052706
17.702.743/0001-70,Empresa 7079 LTDA,Vestuário,Soure,Marajó,77511.7,38917.44,8,2018-04-06,-1.8246511571396047,-54.835657568616995
47.503.198/0001-16,Empresa 6019 LTDA,Serviços (MEI),Belém,Metropolitana,29624.02,8425.97,19,2007-04-06,-1.341932026730178,-48.49112432639498
48.182.356/0001-40,Empresa 6956 LTDA,Alimentação,Santarém,Oeste,18938.1,11281.89,6,2020-04-06,-5.458795595458882,-51.78442345638415
49.964.992/0001-32,Empresa 3546 LTDA,Logística,Salvaterra,Marajó,1959974.19,1334120.69,3,2023-04-06,-8.736620291195495,-49.40728058342078
42.972.853/0001-89,Empresa 8050 LTDA,Logística,Capanema,Nordeste,611666.9,417753.02,3,2023-04-06,-6.593906254693479,-49.77573562106193
80.773.762/0001-68,Empresa 5371 LTDA,Serviços (MEI),Marabá,Sudeste,49016.63,15656.04,15,2011-04-06,-4.4456702305432705,-46.91781695775078
56.479.896/0001-88,Empresa 6152 LTDA,Vestuário,Salvaterra,Marajó,147088.66,72887.05,7,2019-04-06,-2.370807708964609,-50.611852354866265
64.456.280/0001-80,Empresa 6432 LTDA,Alimentação,Belém,Metropolitana,60777.15,46549.67,5,2021-04-06,-1.4216931699841466,-48.51925875191954
12.164.228/0001-57,Empresa 2503 LTDA,Tecnologia,Salvaterra,Marajó,458238.57,394420.34,1,2025-04-06,-8.888984792746923,-50.68457037578779
78.991.546/0001-78,Empresa 9626 LTDA,Serviços (MEI),Marituba,Metropolitana,39317.83,13762.09,12,2014-04-06,-1.3506410745631863,-48.45533168644819
75.586.807/0001-56,Empresa 8203 LTDA,Vestuário,Ananindeua,Metropolitana,232807.56,68292.6,13,2013-04-06,-1.3343296334806691,-48.5336867710405
82.855.825/0001-77,Empresa 1673 LTDA,Tecnologia,Soure,Marajó,939073.93,465416.02,9,2017-04-06,-8.838638092932324,-53.60265809602556
51.331.959/0001-93,Empresa 5158 LTDA,Alimentação,Capanema,Nordeste,43646.68,19417.44,9,2017-04-06,-2.8380409012810963,-48.56499752768097
89.729.839/0001-82,Empresa 7412 LTDA,Alimentação,Canaã dos Carajás,Sudeste,1578.82,1471.31,1,2025-04-06,-6.808212336177926,-52.91588378924892
88.507.536/0001-38,Empresa 5392 LTDA,Alimentação,Santarém,Oeste,49834.8,13005.62,17,2009-04-06,-2.6583744615486813,-49.37448573336258
82.620.777/0001-80,Empresa 3408 LTDA,Alimentação,Redenção,Sudeste,57250.54,26677.48,14,2012-04-06,-1.9140022074158907,-48.55701467107913
23.376.448/0001-28,Empresa 2739 LTDA,Tecnologia,Castanhal,Nordeste,534748.94,393058.26,2,2024-04-06,-0.1896150272165329,-47.72493725030073
79.633.528/0001-43,Empresa 6091 LTDA,Serviços (MEI),Breves,Marajó,32721.16,14916.18,7,2019-04-06,-6.6983439489146015,-49.088345294376666
26.371.700/0001-57,Empresa 7344 LTDA,Alimentação,Canaã dos Carajás,Sudeste,23651.14,6238.68,14,2012-04-06,-5.952022557491283,-51.0592585959765
26.711.193/0001-36,Empresa 2822 LTDA,Tecnologia,Abaetetuba,Nordeste,649309.78,487270.84,5,2021-04-06,-1.7980851547536307,-50.46394297903227
97.741.708/0001-84,Empresa 2105 LTDA,Tecnologia,Belém,Metropolitana,394223.07,272617.78,3,2023-04-06,-1.3265983800128898,-48.53566761993442
21.294.920/0001-36,Empresa 4053 LTDA,Alimentação,Soure,Marajó,22587.77,18374.92,2,2024-04-06,-3.319623363794361,-50.968121664346434
15.307.902/0001-81,Empresa 1418 LTDA,Serviços (MEI),Ananindeua,Metropolitana,21937.64,18045.03,2,2024-04-06,-1.4596034294279077,-48.470350279932376
21.192.759/0001-20,Empresa 3211 LTDA,Tecnologia,Breves,Marajó,637511.55,143087.48,19,2007-04-06,-6.882670488682434,-49.513586241413485
43.878.547/0001-45,Empresa 4629 LTDA,Tecnologia,Santarém,Oeste,661126.88,362440.38,8,2018-04-06,-5.137801753673347,-55.52911695325289
29.853.262/0001-75,Empresa 7797 LTDA,Vestuário,Barcarena,Nordeste,89140.5,58955.16,8,2018-04-06,-7.142548995693294,-53.84418674532051
74.887.615/0001-86,Empresa 9888 LTDA,Serviços (MEI),Barcarena,Nordeste,15658.27,3288.52,19,2007-04-06,-0.02825098476738752,-55.324574052544826
32.459.323/0001-66,Empresa 2526 LTDA,Serviços (MEI),Itaituba,Oeste,22135.15,16955.54,3,2023-04-06,-5.12158388153493,-55.62140710149136
63.372.332/0001-84,Empresa 8809 LTDA,Alimentação,Capanema,Nordeste,57312.86,28094.61,6,2020-04-06,-8.018355863739963,-46.312043790998025
58.962.140/0001-47,Empresa 7388 LTDA,Logística,Benevides,Metropolitana,1482450.84,1122206.11,5,2021-04-06,-1.409707357208964,-48.49959803062737
54.400.120/0001-11,Empresa 4594 LTDA,Vestuário,Marituba,Metropolitana,14285.68,6022.41,10,2016-04-06,-1.3066009442279516,-48.546367812379124
91.169.284/0001-93,Empresa 1281 LTDA,Tecnologia,Salvaterra,Marajó,496317.01,305030.67,7,2019-04-06,-3.618583358703418,-51.85412630352402
38.290.464/0001-23,Empresa 6523 LTDA,Serviços (MEI),Itaituba,Oeste,48041.08,18200.79,18,2008-04-06,-2.0108408116348535,-52.43246245649999
71.265.305/0001-49,Empresa 6394 LTDA,Vestuário,Canaã dos Carajás,Sudeste,104538.85,32936.2,17,2009-04-06,-4.6541731269302575,-55.54154509581711
81.589.643/0001-81,Empresa 2121 LTDA,Logística,Parauapebas,Sudeste,3218810.4,1724997.86,17,2009-04-06,-6.991532643801227,-49.52520177040442
68.243.380/0001-47,Empresa 5832 LTDA,Logística,Parauapebas,Sudeste,1328446.74,527563.49,10,2016-04-06,-8.125358672251362,-54.4341710108612
37.521.658/0001-94,Empresa 2461 LTDA,Alimentação,Capanema,Nordeste,75981.35,48874.0,4,2022-04-06,-6.849601426417458,-49.91478431817116
43.647.446/0001-20,Empresa 8597 LTDA,Alimentação,Parauapebas,Sudeste,46742.07,41200.22,1,2025-04-06,-5.475312305000612,-50.67373160073909
30.950.352/0001-14,Empresa 9856 LTDA,Alimentação,Soure,Marajó,104971.37,45675.01,18,2008-04-06,-4.681878179931642,-53.53977536004684
60.126.436/0001-94,Empresa 7388 LTDA,Tecnologia,Abaetetuba,Nordeste,248494.53,183458.89,4,2022-04-06,-5.569476906579466,-48.9192018161055
23.523.325/0001-31,Empresa 3949 LTDA,Logística,Redenção,Sudeste,3673627.76,1762556.45,13,2013-04-06,-2.5447955524960646,-53.12871817445194
41.695.424/0001-61,Empresa 3056 LTDA,Logística,Redenção,Sudeste,1033407.24,614033.79,7,2019-04-06,-3.6338009177039865,-52.71144081837478
24.520.264/0001-94,Empresa 9119 LTDA,Tecnologia,Santarém,Oeste,15583.21,8915.11,5,2021-04-06,-1.77385108363484,-50.444366662692566
38.162.424/0001-17,Empresa 2506 LTDA,Logística,Redenção,Sudeste,1678395.15,1059841.14,5,2021-04-06,-2.4775768482131575,-50.81523147227165
60.936.558/0001-21,Empresa 1459 LTDA,Alimentação,Abaetetuba,Nordeste,13939.97,10676.64,3,2023-04-06,-4.524301363639851,-52.88072096571167
63.174.540/0001-46,Empresa 2301 LTDA,Serviços (MEI),Soure,Marajó,1897.52,1575.51,2,2024-04-06,-6.868135987281227,-52.13942094392187
71.663.456/0001-18,Empresa 9069 LTDA,Vestuário,Ananindeua,Metropolitana,64261.51,44953.52,4,2022-04-06,-1.360091146656841,-48.42356127020946
25.955.666/0001-29,Empresa 6654 LTDA,Alimentação,Itaituba,Oeste,86445.28,22472.58,16,2010-04-06,-1.8277677437006634,-48.76221411560791
95.664.508/0001-42,Empresa 1483 LTDA,Logística,Santa Izabel do Pará,Metropolitana,439417.42,175825.77,9,2017-04-06,-1.333132418275024,-48.48311196967516
27.521.393/0001-86,Empresa 4502 LTDA,Vestuário,Canaã dos Carajás,Sudeste,106371.65,26489.42,16,2010-04-06,-4.745786281900666,-50.35598696762359
76.653.682/0001-66,Empresa 9570 LTDA,Tecnologia,Capanema,Nordeste,763027.62,394489.17,7,2019-04-06,-8.29891398123179,-53.33924145885187
21.846.442/0001-93,Empresa 9824 LTDA,Serviços (MEI),Salvaterra,Marajó,2800.65,1196.99,8,2018-04-06,-5.463150771365646,-48.545531014213225
12.813.785/0001-89,Empresa 7304 LTDA,Serviços (MEI),Salvaterra,Marajó,22982.59,17754.97,2,2024-04-06,-6.099258301192119,-52.77520663885755
42.404.153/0001-13,Empresa 4825 LTDA,Alimentação,Soure,Marajó,59059.17,24577.09,11,2015-04-06,-6.826357803941236,-52.08026353624562
90.951.133/0001-54,Empresa 6207 LTDA,Logística,Abaetetuba,Nordeste,2186008.38,1962201.39,2,2024-04-06,-2.9541901792523504,-49.54680300377349
15.971.945/0001-32,Empresa 8188 LTDA,Logística,Breves,Marajó,3612758.59,1472249.59,13,2013-04-06,-1.7954403299810338,-50.73628370117291
